,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
4809,40, Private,179717, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,1564,60, United-States, >50K
27101,55, Self-emp-not-inc,422249, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
9233,24, Private,185452, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
21234,32, Private,241802, HS-grad,9, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,40, United-States, <=50K
604,48, Private,45612, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,37, United-States, <=50K
29045,59, Private,81973, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
8488,24, Private,508548, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
11681,56, Private,100776, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States, <=50K
32012,61, Private,179743, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,20, United-States, <=50K
13951,54, Private,29909, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,43, United-States, <=50K
18960,34, Private,155151, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18895,48, Private,105138, HS-grad,9, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
12337,47, State-gov,148171, Doctorate,16, Divorced, Prof-specialty, Unmarried, White, Male,0,0,50, France, >50K
14147,32, Private,396745, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,48, United-States, >50K
26999,35, Private,233786, 11th,7, Separated, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
32429,61, Self-emp-not-inc,50483, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,56, United-States, <=50K
31089,32, Private,45796, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
554,69, Private,136218, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
18115,42, Private,245317, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
23499,31, Private,241885, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
9090,59, Private,232672, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18940,50, Private,238959, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
14915,38, Private,297449, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,50, United-States, >50K
22244,50, Private,126566, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
4750,23, Private,302195, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27900,28, Private,266070, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
16666,45, Self-emp-inc,151584, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
11048,55, Private,381965, Bachelors,13, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
18783,21, Private,383603, 10th,6, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
4731,23, Private,260019, 7th-8th,4, Never-married, Farming-fishing, Unmarried, Other, Male,0,0,36, Mexico, <=50K
26191,35, Private,194591, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
1122,36, Private,112497, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
28930,24, Private,34506, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
1314,24, Private,96279, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
14814,36, Self-emp-not-inc,186035, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
28180,45, Private,151518, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
1828,45, Private,191914, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female,0,0,55, United-States, <=50K
29130,58, Private,320102, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
11891,23, Private,287681, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Columbia, <=50K
8471,75, ?,173064, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,6, United-States, <=50K
6033,27, Local-gov,223529, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Male,0,0,43, United-States, <=50K
12286,29, Private,142760, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20955,36, Self-emp-not-inc,321274, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
16285,39, Private,35890, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30981,51, Private,189511, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Germany, >50K
19716,39, Self-emp-not-inc,163204, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20578,42, Private,344624, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50, United-States, >50K
31092,45, State-gov,144351, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
15762,26, Private,248990, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
13303,60, Private,145995, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
394,44, Private,115562, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
19141,45, Private,131826, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31637,50, Private,344621, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27112,57, Self-emp-not-inc,27385, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, <=50K
10793,24, Private,216563, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
20400,42, Self-emp-not-inc,343609, Some-college,10, Separated, Other-service, Unmarried, Black, Female,0,0,50, United-States, <=50K
24857,54, Private,143822, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
27247,26, Private,39212, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
30226,52, Private,111700, Some-college,10, Divorced, Sales, Other-relative, White, Female,0,0,20, United-States, >50K
24704,38, Private,198170, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
17106,25, Private,164488, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?, <=50K
5071,61, Private,128230, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
28394,36, Private,252231, Preschool,1, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
11272,40, Self-emp-not-inc,33658, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
8703,70, Private,102610, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,80, United-States, <=50K
15403,40, Private,239708, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
9803,18, Private,177578, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
16882,29, Private,274969, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,42, United-States, <=50K
14800,56, Private,197114, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,28, United-States, <=50K
15085,27, Private,113635, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, Ireland, <=50K
797,46, Private,90758, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, >50K
8325,20, Private,33644, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
6699,57, Private,375868, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
18796,46, Private,45363, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,2824,40, United-States, >50K
26741,49, Local-gov,275074, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
15597,63, ?,179981, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,4, United-States, <=50K
25272,60, Private,109511, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
10813,44, Private,173704, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
2744,34, Private,231238, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
27612,54, ?,135840, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, <=50K
7042,41, Private,65372, Doctorate,16, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, >50K
7270,28, Private,132686, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29646,42, Private,251239, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
13682,32, Private,295282, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
18373,39, State-gov,179668, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, <=50K
4698,59, Private,227386, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26644,45, Self-emp-not-inc,184285, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
16363,64, Private,251292, 5th-6th,3, Separated, Other-service, Other-relative, White, Female,0,0,20, Cuba, <=50K
23453,37, Private,161141, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
668,24, Private,172146, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1721,40, United-States, <=50K
16771,39, Private,108069, Some-college,10, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
26835,39, Private,136081, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2051,40, United-States, <=50K
16600,40, Local-gov,166893, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
4240,34, Private,456399, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
25118,37, Self-emp-inc,51264, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
6862,26, Private,292803, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
20037,49, ?,296892, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
30135,18, Private,266681, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
16993,17, Private,142457, 11th,7, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
12469,31, Local-gov,176185, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4064,0,40, ?, <=50K
24786,58, ?,361870, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,30, United-States, <=50K
2779,59, Private,90290, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,34, United-States, <=50K
1223,38, Private,22245, Masters,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, ?, >50K
5073,45, Private,325390, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
1138,41, Private,328447, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Mexico, <=50K
13819,59, Private,424468, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?, <=50K
2125,20, ?,81853, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
22651,32, Private,288229, Some-college,10, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
11496,21, Private,312017, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
14228,40, Private,180985, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25524,37, Private,39606, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
19129,58, Private,280309, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,60, United-States, >50K
16927,23, Private,207415, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,15, United-States, <=50K
19861,34, Self-emp-not-inc,87209, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
455,30, Private,180374, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
9269,36, Private,257942, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
13602,18, Self-emp-not-inc,296090, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,48, ?, <=50K
22940,44, Private,85440, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
28905,27, Private,109004, HS-grad,9, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
13580,55, Private,200992, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
8492,49, Private,105431, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
17005,77, Self-emp-inc,155761, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, United-States, <=50K
3693,37, Local-gov,31023, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
14378,39, Self-emp-inc,286261, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
15157,30, Private,159442, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Ireland, <=50K
5138,40, State-gov,270324, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,30, United-States, <=50K
27668,17, Private,113301, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, ?, <=50K
15705,56, Self-emp-not-inc,50791, Masters,14, Divorced, Sales, Not-in-family, White, Male,0,1876,60, United-States, <=50K
4678,21, Private,123727, HS-grad,9, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
26777,65, Private,105116, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,2346,0,40, United-States, <=50K
26206,40, Private,210648, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
6797,64, ?,207321, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, <=50K
27233,23, Private,163090, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
